id,ever_married,work_type,Residence_type
42297,Yes,Private,Urban
63656,No,Private,Urban
56233,No,Private,Rural
22591,No,children,Urban
23757,No,Private,Urban
19601,No,Private,Urban
61801,No,Private,Urban
949,No,Private,Rural
10995,Yes,Private,Rural
1503,No,Private,Urban
37431,Yes,Govt_job,Urban
53697,Yes,Private,Rural
67012,Yes,Private,Rural
30525,Yes,Govt_job,Urban
25860,No,children,Rural
21743,No,children,Urban
25833,Yes,Private,Rural
64652,Yes,Private,Rural
45710,Yes,Govt_job,Rural
27853,Yes,Self-employed,Rural
5964,Yes,Private,Urban
6976,Yes,Private,Urban
11145,No,children,Urban
39229,Yes,Private,Rural
14189,No,Private,Rural
49929,No,Private,Rural
56328,Yes,Private,Rural
26742,Yes,Govt_job,Urban
63158,No,Private,Urban
27435,No,Private,Urban
10829,No,Private,Rural
70593,Yes,Private,Rural
42647,Yes,Govt_job,Urban
48109,Yes,Private,Rural
40732,Yes,Self-employed,Rural
58635,Yes,Self-employed,Urban
844,Yes,Private,Urban
14688,Yes,Private,Urban
23026,Yes,Private,Rural
30463,No,Private,Urban
50140,Yes,Govt_job,Rural
36837,Yes,Self-employed,Urban
57333,Yes,Govt_job,Rural
19826,Yes,Self-employed,Rural
37713,Yes,Private,Urban
6278,No,children,Urban
15517,Yes,Private,Urban
25326,No,Private,Rural
57034,No,Private,Rural
70718,Yes,Private,Rural
47461,Yes,Private,Urban
50091,No,Govt_job,Urban
62416,Yes,Private,Rural
5288,No,children,Urban
66951,Yes,Private,Urban
28335,Yes,Private,Rural
67465,No,Private,Rural
67426,No,children,Rural
19508,No,Private,Urban
65405,No,Private,Urban
49773,Yes,Private,Urban
57159,Yes,Self-employed,Rural
69710,No,Self-employed,Rural
58834,Yes,Govt_job,Urban
42007,No,Private,Rural
5121,Yes,Private,Urban
44878,Yes,Private,Rural
40220,No,Private,Rural
19692,No,Private,Rural
27616,Yes,Govt_job,Rural
19801,Yes,Private,Rural
21467,Yes,Private,Urban
25102,Yes,Govt_job,Urban
28788,Yes,Private,Urban
29028,Yes,Private,Rural
15581,No,children,Urban
16738,Yes,Private,Rural
31836,No,children,Urban
43496,Yes,Govt_job,Urban
52677,Yes,Private,Urban
11630,No,Private,Urban
53478,Yes,Private,Urban
38349,Yes,Govt_job,Urban
48425,No,Private,Rural
64420,Yes,Govt_job,Rural
60271,Yes,Private,Urban
38009,Yes,Private,Urban
11184,Yes,Self-employed,Rural
68967,Yes,Private,Urban
66684,Yes,Self-employed,Rural
7789,Yes,Private,Urban
40112,No,Private,Urban
65814,No,Private,Urban
49598,Yes,Self-employed,Urban
15599,No,Private,Urban
62425,No,children,Urban
52652,Yes,Private,Rural
71957,Yes,Private,Rural
17231,No,Private,Urban
30379,Yes,Govt_job,Urban
63997,Yes,Private,Urban
39935,Yes,Private,Rural
8203,No,Private,Rural
27446,No,children,Urban
42709,No,children,Urban
22691,Yes,Self-employed,Urban
37680,Yes,Govt_job,Rural
24552,Yes,Private,Rural
72914,No,Private,Urban
29540,Yes,Private,Rural
53525,Yes,Private,Urban
65411,Yes,Private,Urban
26214,Yes,Self-employed,Rural
22190,Yes,Self-employed,Urban
56714,No,children,Rural
4211,No,Govt_job,Rural
6369,Yes,Private,Rural
56799,Yes,Govt_job,Urban
32235,Yes,Govt_job,Rural
28048,No,children,Urban
68598,No,children,Rural
41512,Yes,Govt_job,Rural
64520,Yes,Self-employed,Urban
579,No,children,Urban
7293,Yes,Private,Rural
68398,Yes,Self-employed,Rural
36901,Yes,Private,Urban
45010,Yes,Private,Rural
22127,No,Private,Urban
14180,No,children,Rural
18234,Yes,Private,Urban
44873,Yes,Self-employed,Urban
19723,Yes,Self-employed,Rural
37544,Yes,Private,Rural
44679,Yes,Govt_job,Urban
